PUBCHEM_CID,Actual,Predicted,Dataset
137,-0.920818754,-0.5439162490705949,lgVD_train
237,1.653212514,1.519257020405745,lgVD_train
323,0.041392685,-0.029617221892787107,lgVD_train
444,1.444936571,0.6269246048482664,lgVD_train
535,-0.13667714,-0.24882150864276892,lgVD_train
564,-0.408935393,-0.39357870818458446,lgVD_train
598,-0.187086643,-0.13446951711646626,lgVD_train
738,-0.731154687,-0.2460052750478141,lgVD_train
774,-0.074246028,0.026021681580126105,lgVD_train
896,0.041392685,-0.0445425473951605,lgVD_train
1046,-0.103946441,-0.2040900142227543,lgVD_train
1355,0.397940009,0.7899460641773819,lgVD_train
1645,0.278753601,0.17888156500970392,lgVD_train
1727,0.414973348,0.31483127574576025,lgVD_train
1775,-0.366531544,-0.26634461898789685,lgVD_train
1935,1.041392685,0.8027010158690207,lgVD_train
1983,0.0,-0.0707492998973587,lgVD_train
1986,-0.431798276,-0.3315017317886564,lgVD_train
2083,0.278753601,0.3788165514520971,lgVD_train
2088,-0.397940009,-0.24493960630185613,lgVD_train
2092,0.176091259,0.07627183050138536,lgVD_train
2118,-0.096910013,-0.12411467630820662,lgVD_train
2119,0.505149978,0.359974283098013,lgVD_train
2130,0.819543936,0.719255109187112,lgVD_train
2131,-0.624989952,-0.5249047359639306,lgVD_train
2140,-0.585026652,-0.6853060178200905,lgVD_train
2153,-0.292429824,-0.31463080929089376,lgVD_train
2157,1.77815125,1.1815517698805105,lgVD_train
2159,0.38789807,0.24593072899063573,lgVD_train
2160,0.939519253,1.0956896782694066,lgVD_train
2162,1.230448921,0.9308740051940367,lgVD_train
2200,0.591064607,0.6912436385878946,lgVD_train
2206,-0.113509275,-0.19067227108465082,lgVD_train
2244,-0.657577319,-0.5798048402479201,lgVD_train
2249,-0.022276395,0.10965959806489045,lgVD_train
2267,1.176091259,0.7540357364994501,lgVD_train
2369,0.681241237,0.5413531811556238,lgVD_train
2372,-0.173925197,0.3226798932906088,lgVD_train
2375,-0.038918066,-0.1389512981015965,lgVD_train
2405,0.380211242,0.46044816363052504,lgVD_train
2446,0.491361694,0.46784015162288634,lgVD_train
2451,-0.124938737,-0.10175220001297343,lgVD_train
2467,0.113943352,0.2139872863203895,lgVD_train
2468,0.264817823,0.16481814968225417,lgVD_train
2472,-0.142667504,-0.064482628881154,lgVD_train
2474,-0.107905397,0.11962358415149588,lgVD_train
2478,-0.259637311,-0.35766997406409207,lgVD_train
2519,-0.200659451,-0.13665083265424632,lgVD_train
2520,0.568201724,0.5354481327248581,lgVD_train
2528,-0.769551079,-0.6697355178483624,lgVD_train
2543,1.229937686,1.072439096556603,lgVD_train
2554,0.028222562,-0.07209578302873694,lgVD_train
2578,0.079181246,-0.02116844564776818,lgVD_train
2581,-0.657577319,-0.7575444298738028,lgVD_train
2585,0.113943352,0.2141588397628703,lgVD_train
2662,0.787359252,0.6870867045072635,lgVD_train
2678,-0.430124693,-0.3299062276610034,lgVD_train
2684,0.745966567,0.6804395171389068,lgVD_train
2717,-1.301029996,-0.5360302996538814,lgVD_train
2719,2.146128036,1.063567962330192,lgVD_train
2725,0.51851394,0.6303041041701682,lgVD_train
2726,1.0,1.1320934405497847,lgVD_train
2727,-0.721246399,-0.6353314179993769,lgVD_train
2732,0.591064607,0.08811501154973195,lgVD_train
2747,0.612783857,0.712458195817737,lgVD_train
2771,1.079181246,0.9789873529683399,lgVD_train
2789,0.15490196,-0.2068742857550268,lgVD_train
2801,1.113943352,1.0705861485586394,lgVD_train
2803,0.51851394,0.5512594980468972,lgVD_train
2809,-0.698970004,-0.5986038443282867,lgVD_train
2895,1.442479769,1.132765780277958,lgVD_train
2955,-0.080921908,0.01248614758676811,lgVD_train
2972,0.171935299,-0.14137324667360873,lgVD_train
2973,0.130333768,0.030062828645457812,lgVD_train
2995,1.176091259,1.0761348801561863,lgVD_train
2997,-0.346787486,-0.24706684755474817,lgVD_train
3007,0.752597146,0.637087085314388,lgVD_train
3016,0.0,-0.1003193074328641,lgVD_train
3033,-0.657577319,-0.6040085617617735,lgVD_train
3042,0.529650306,0.4294882216076737,lgVD_train
3052,0.881629169,0.29379168600378186,lgVD_train
3059,-1.013228266,-0.912874635715206,lgVD_train
3100,0.812913357,0.8890293052374021,lgVD_train
3108,-0.086186148,0.013910695659910682,lgVD_train
3114,-0.283996656,0.3102985610185693,lgVD_train
3116,0.0,-0.0997408697566379,lgVD_train
3121,-0.853871964,-0.7537233616578545,lgVD_train
3152,1.113943352,0.9214423417423949,lgVD_train
3156,0.079181246,0.17963249890591237,lgVD_train
3182,-0.37675071,-0.17722883837801057,lgVD_train
3202,0.041392685,0.11170843271745198,lgVD_train
3241,1.141225737,0.7960091063021555,lgVD_train
3278,-0.585026652,-0.53652412066129,lgVD_train
3291,-0.187086643,-0.16080019504962675,lgVD_train
3308,-0.483370203,-0.5835724832521502,lgVD_train
3331,-0.154016548,-0.05380641490169141,lgVD_train
3333,0.643452676,0.5437119976231355,lgVD_train
3337,1.043362278,1.0591765363483905,lgVD_train
3344,0.477121255,0.37701345388176505,lgVD_train
3345,-0.050609993,0.15726919856149874,lgVD_train
3366,-0.167491087,-0.2664761868969048,lgVD_train
3372,0.462397998,0.5624191907733376,lgVD_train
3373,-0.096910013,0.002809068541247378,lgVD_train
3380,0.278753601,0.17842943889310298,lgVD_train
3385,-0.638272164,-0.5380116642770311,lgVD_train
3386,1.444936571,1.3444470155375503,lgVD_train
3394,-0.953003439,-0.8464948644259283,lgVD_train
3406,-0.455931956,-0.29808233873109297,lgVD_train
3410,0.569875308,0.46973227423655844,lgVD_train
3415,-0.301029996,-0.40110765207513777,lgVD_train
3440,-0.920818754,-0.8208501281807326,lgVD_train
3450,-0.568636236,-0.4685310262264371,lgVD_train
3463,-0.803705355,-0.630329646366122,lgVD_train
3488,-1.096910013,-0.7809127351157481,lgVD_train
3547,0.086359831,0.18609058085257507,lgVD_train
3590,0.330413773,0.32781285468796517,lgVD_train
3608,0.041392685,0.002252804687099985,lgVD_train
3637,0.176091259,0.2514933374415669,lgVD_train
3639,0.723690172,0.2822580820361608,lgVD_train
3647,0.342422681,0.27840515978840374,lgVD_train
3652,2.84509804,0.998714371198,lgVD_train
3657,-0.283996656,-0.18383886180320208,lgVD_train
3658,1.171935299,0.9635373175790651,lgVD_train
3672,-0.823908741,-0.6749627526032917,lgVD_train
3689,1.278524965,0.7729323609979617,lgVD_train
3690,-0.207608311,-0.1078144381244186,lgVD_train
3696,1.079181246,0.98104666910602,lgVD_train
3698,0.113943352,0.030895234706043634,lgVD_train
3699,-0.619788758,-0.5194483816343671,lgVD_train
3715,-1.017728767,-0.7742218175728357,lgVD_train
3718,-0.920818754,-0.8205656742684324,lgVD_train
3730,-0.795880017,-0.6958066478015539,lgVD_train
3736,-0.657577319,-0.5576581403890847,lgVD_train
3737,-0.769551079,-0.684094442659964,lgVD_train
3767,-0.086186148,-0.06779259193213132,lgVD_train
3784,0.176091259,0.3122251945061216,lgVD_train
3793,0.86923172,0.7692206951172909,lgVD_train
3821,0.462397998,0.5627513685840555,lgVD_train
3825,-0.886056648,-0.9858626875554364,lgVD_train
3826,-0.958607315,-0.8583618712292602,lgVD_train
3827,0.399179081,0.5759043464755016,lgVD_train
3878,0.009208002,0.19993720207781285,lgVD_train
3902,0.278753601,0.17893691062340217,lgVD_train
3958,0.113943352,0.013678355386434693,lgVD_train
3964,0.862301791,0.7620993687950974,lgVD_train
4011,1.653212514,1.329844437465966,lgVD_train
4021,-0.638272164,-0.3446140599097631,lgVD_train
4037,-0.477742119,-0.5374397923209369,lgVD_train
4044,-0.006878818,-0.5469699095641039,lgVD_train
4046,1.268845312,0.9357741732086566,lgVD_train
4054,0.967815317,0.8438270243806643,lgVD_train
4058,0.361727836,0.4616733834542445,lgVD_train
4060,0.143906576,0.043733302967039395,lgVD_train
4064,-0.15490196,-0.08236548688125572,lgVD_train
4075,-0.48148606,-0.3818256449404027,lgVD_train
4086,0.780317312,0.5701202808520238,lgVD_train
4091,-0.193820026,-0.04408456666525416,lgVD_train
4095,0.643452676,0.5533812688142457,lgVD_train
4098,0.51851394,0.44577606299760525,lgVD_train
4100,-0.544068044,-0.38366395918202706,lgVD_train
4107,0.330993219,-0.149724030837683,lgVD_train
4114,-0.214670165,-0.19171708054145478,lgVD_train
4139,0.56144214,0.5318052973279477,lgVD_train
4158,0.382788665,0.44323423449034133,lgVD_train
4162,-0.045757491,0.047059964644876884,lgVD_train
4168,0.505149978,0.5656409704194334,lgVD_train
4170,0.204119983,0.10377060172210917,lgVD_train
4171,0.459177011,0.35879681343326636,lgVD_train
4173,-0.397940009,-0.15873496184997266,lgVD_train
4178,0.770852012,0.7421091130694975,lgVD_train
4189,0.853698212,0.7253495811685187,lgVD_train
4192,0.041392685,0.14170147987885878,lgVD_train
4205,0.591064607,0.6913543641182247,lgVD_train
4235,0.041392685,0.12817667894964752,lgVD_train
4236,-0.081670046,-0.18189722820843868,lgVD_train
4342,0.278753601,0.35184582316205554,lgVD_train
4413,0.756636108,0.8566855466982868,lgVD_train
4417,-0.008773924,0.5582587645608419,lgVD_train
4449,-0.292429824,0.0989143491085428,lgVD_train
4450,0.748188027,0.8440765216958461,lgVD_train
4456,-0.13076828,-0.21198428619041254,lgVD_train
4463,0.113943352,0.21372390796395796,lgVD_train
4474,0.0,0.1309967071368478,lgVD_train
4485,-0.102372909,-0.00279749583712971,lgVD_train
4486,0.292256071,0.1918593065683148,lgVD_train
4497,0.041392685,0.14163690244074678,lgVD_train
4499,0.740362689,0.23146019583274935,lgVD_train
4507,0.785329835,0.12632473491103463,lgVD_train
4510,0.486329256,0.3864458948432669,lgVD_train
4528,0.77815125,1.010011947326186,lgVD_train
4539,0.274157849,0.07727702592388597,lgVD_train
