compound_id,rel_log2,abs_log2,fe_cmax_rel,fe_cmax_abs,fe_auc_rel,fe_auc_abs,delta_tmax,time_within_2fold,cmax_within_2fold,auc_within_2fold,time_within_3fold,cmax_within_3fold,auc_within_3fold,time_within_5fold,cmax_within_5fold,auc_within_5fold,time_within_10fold,cmax_within_10fold,auc_within_10fold,scenario
1094,-1.6164,1.6809,-0.9307,0.9307,-1.6830,1.6830,-0.5825,0.2222,1.0000,0.0000,0.3333,1.0000,0.0000,0.8889,1.0000,1.0000,1.0000,1.0000,1.0000,v3_CLsys
1095,0.7867,2.1063,1.6065,1.6065,1.7483,1.7483,1.0782,0.1842,0.0000,0.0000,0.4211,0.0000,0.0000,0.6579,1.0000,1.0000,0.9211,1.0000,1.0000,v3_CLsys
1197,0.2989,0.7836,-0.4324,0.4324,0.3472,0.3472,0.0000,0.6364,1.0000,1.0000,0.9091,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v3_CLsys
1245,-0.0362,0.8490,-1.3125,1.3125,-0.1575,0.1575,0.4982,0.7143,0.0000,1.0000,0.8571,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v3_CLsys
1293,-2.7991,2.7991,-4.0776,4.0776,-2.7712,2.7712,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0.0000,0.6667,0.0000,1.0000,v3_CLsys
1300,1.2025,1.2931,-0.7101,0.7101,1.5574,1.5574,0.0000,0.4000,1.0000,0.0000,0.6000,1.0000,1.0000,0.9000,1.0000,1.0000,1.0000,1.0000,1.0000,v3_CLsys
1319,1.8392,2.3410,-0.0017,0.0017,2.5109,2.5109,0.7460,0.2500,1.0000,0.0000,0.3750,1.0000,0.0000,0.5000,1.0000,0.0000,0.6875,1.0000,1.0000,v3_CLsys
1323,-1.7171,2.0352,-2.3896,2.3896,-1.8539,1.8539,0.0000,0.0625,0.0000,0.0000,0.2500,0.0000,0.0000,0.5625,0.0000,1.0000,1.0000,1.0000,1.0000,v3_CLsys
1341,2.2630,2.2630,1.2745,1.2745,2.1745,2.1745,-0.0697,0.0588,0.0000,0.0000,0.2941,1.0000,0.0000,0.4706,1.0000,1.0000,0.8824,1.0000,1.0000,v3_CLsys
52,0.5009,0.5108,-0.0696,0.0696,0.8125,0.8125,0.0000,0.8571,1.0000,1.0000,0.9286,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
172,0.3862,0.4048,-0.1114,0.1114,0.2747,0.2747,0.0000,0.8333,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
177,-0.2672,0.9521,-3.1070,3.1070,0.1000,0.1000,0.0000,0.6471,0.0000,1.0000,0.8235,0.0000,1.0000,0.9412,0.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
184,0.3543,0.3590,0.2331,0.2331,0.2991,0.2991,-0.1893,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
295,-0.7869,0.8221,-0.3217,0.3217,-0.5343,0.5343,0.0000,0.6364,1.0000,1.0000,0.9091,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
308,0.6173,0.8532,-1.3745,1.3745,0.8477,0.8477,0.0000,0.4615,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
323,0.6451,1.3031,-1.0353,1.0353,1.7927,1.7927,142.2000,0.7143,0.0000,0.0000,0.7143,1.0000,0.0000,0.8571,1.0000,1.0000,0.9286,1.0000,1.0000,v2_CLint
332,-0.4646,0.8679,-0.8829,0.8829,0.3327,0.3327,0.2188,0.7778,1.0000,1.0000,0.8889,1.0000,1.0000,0.8889,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
366,0.3078,0.9288,-0.3361,0.3361,0.8350,0.8350,0.7576,0.7500,1.0000,1.0000,0.8333,1.0000,1.0000,0.9167,1.0000,1.0000,0.9167,1.0000,1.0000,v2_CLint
394,-0.8967,0.8967,-2.0487,2.0487,-0.7795,0.7795,0.0000,0.6250,0.0000,1.0000,0.8125,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
413,1.0860,2.0280,-2.0453,2.0453,0.0949,0.0949,0.4464,0.2000,0.0000,1.0000,0.4000,0.0000,1.0000,0.5500,1.0000,1.0000,0.8667,1.0000,1.0000,v2_CLint
471,-1.8644,1.8644,-0.5362,0.5362,-1.2284,1.2284,0.0000,0.5000,1.0000,0.0000,0.5000,1.0000,1.0000,0.6250,1.0000,1.0000,0.7500,1.0000,1.0000,v2_CLint
488,0.8275,0.9529,-0.6445,0.6445,1.0373,1.0373,0.0000,0.8333,1.0000,0.0000,0.8889,1.0000,1.0000,0.8889,1.0000,1.0000,0.9444,1.0000,1.0000,v2_CLint
637,0.2968,0.3659,-0.3111,0.3111,0.2050,0.2050,0.0000,0.8889,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
674,-0.4236,1.0360,-1.4926,1.4926,-0.0391,0.0391,0.0000,0.6429,0.0000,1.0000,0.7143,1.0000,1.0000,0.9286,1.0000,1.0000,0.9286,1.0000,1.0000,v2_CLint
703,0.5246,0.6228,0.3496,0.3496,0.5784,0.5784,-0.0554,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
739,-0.0017,0.2465,-1.0960,1.0960,0.1833,0.1833,-0.1002,0.9000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
781,-2.2762,2.2762,-0.4679,0.4679,-0.7719,0.7719,0.0000,0.4375,1.0000,1.0000,0.5000,1.0000,1.0000,0.5625,1.0000,1.0000,0.6875,1.0000,1.0000,v2_CLint
787,-1.8359,1.8359,-1.0434,1.0434,-0.9319,0.9319,0.0000,0.4545,0.0000,1.0000,0.6364,1.0000,1.0000,0.6364,1.0000,1.0000,0.8182,1.0000,1.0000,v2_CLint
800,0.8217,0.8217,0.0624,0.0624,0.9738,0.9738,0.0000,0.4444,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
811,-0.2731,0.2947,-0.7650,0.7650,-0.2566,0.2566,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
832,0.2694,1.4353,-1.5263,1.5263,-0.4775,0.4775,-0.0947,0.7333,0.0000,1.0000,0.9333,1.0000,1.0000,0.9333,1.0000,1.0000,0.9333,1.0000,1.0000,v2_CLint
875,-0.2192,0.4348,0.0139,0.0139,-0.0556,0.0556,0.0000,0.8667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
907,-1.5370,1.5370,-0.4607,0.4607,-1.1484,1.1484,0.0000,0.2800,1.0000,0.0000,0.6000,1.0000,1.0000,0.8400,1.0000,1.0000,0.9600,1.0000,1.0000,v2_CLint
938,0.1850,0.5561,-1.5853,1.5853,0.4186,0.4186,0.3077,0.9474,0.0000,1.0000,0.9474,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
963,0.9467,0.9646,-0.0716,0.0716,0.9318,0.9318,0.0000,0.5000,1.0000,1.0000,0.8750,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
967,0.1016,0.1766,-0.3088,0.3088,0.2180,0.2180,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
973,0.2797,0.5140,-0.0726,0.0726,0.1481,0.1481,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
1001,0.3703,0.5789,-0.0762,0.0762,0.6250,0.6250,0.6094,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
1009,1.3121,1.4625,-0.6014,0.6014,1.2081,1.2081,0.0000,0.3750,1.0000,0.0000,0.3750,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
1018,-0.1898,0.2030,-0.1185,0.1185,-0.1414,0.1414,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
1041,-0.1558,0.4220,-0.2100,0.2100,-0.0855,0.0855,0.1258,0.9444,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
1094,-3.1149,3.4571,0.3187,0.3187,-2.1163,2.1163,-0.5825,0.2222,1.0000,0.0000,0.3333,1.0000,0.0000,0.3333,1.0000,1.0000,0.4444,1.0000,1.0000,v2_CLint
1095,2.2091,2.3342,0.4180,0.4180,1.6079,1.6079,1.2586,0.1842,1.0000,0.0000,0.3158,1.0000,0.0000,0.4737,1.0000,1.0000,0.6842,1.0000,1.0000,v2_CLint
1197,2.0422,2.4561,-1.2236,1.2236,2.7362,2.7362,0.5804,0.1818,0.0000,0.0000,0.4545,1.0000,0.0000,0.5455,1.0000,0.0000,0.6364,1.0000,1.0000,v2_CLint
1245,0.4857,0.6804,-0.4701,0.4701,0.3298,0.3298,0.4982,0.7143,1.0000,1.0000,0.8571,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
1293,-1.4452,1.6420,-3.4235,3.4235,-1.2350,1.2350,0.0000,0.3333,0.0000,0.0000,0.5000,0.0000,1.0000,0.6667,0.0000,1.0000,0.9167,0.0000,1.0000,v2_CLint
1300,1.1184,1.1344,-0.2395,0.2395,1.2228,1.2228,0.0000,0.3667,1.0000,0.0000,0.7000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
1319,0.3642,1.1708,-0.6594,0.6594,0.6208,0.6208,0.7460,0.4375,1.0000,1.0000,0.6875,1.0000,1.0000,0.9375,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
1323,-0.2417,0.8925,-1.0193,1.0193,-0.4311,0.4311,0.0000,0.7500,0.0000,1.0000,0.8750,1.0000,1.0000,0.9375,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
1341,0.7530,0.8398,0.0180,0.0180,0.6765,0.6765,-0.0697,0.5882,1.0000,1.0000,0.8824,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v2_CLint
52,0.0579,0.1012,-0.1914,0.1914,0.0919,0.0919,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
172,0.6914,0.6914,0.1992,0.1992,0.5824,0.5824,0.0000,0.8333,1.0000,1.0000,0.9167,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
177,-0.5038,0.7808,-1.0697,1.0697,-0.3795,0.3795,0.0000,0.6471,0.0000,1.0000,0.9412,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
184,0.1782,0.8286,0.2140,0.2140,0.5216,0.5216,0.2826,0.9333,1.0000,1.0000,0.9333,1.0000,1.0000,0.9333,1.0000,1.0000,0.9333,1.0000,1.0000,v0_baseline_simcyp
295,0.0007,0.3407,-0.6076,0.6076,-0.0298,0.0298,0.0000,0.8182,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
308,0.8671,1.1101,-1.4008,1.4008,1.2113,1.2113,0.0000,0.3077,0.0000,0.0000,0.9231,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
323,-0.2326,0.3358,-1.0285,1.0285,-0.1959,0.1959,-1.2857,0.9167,0.0000,1.0000,0.9167,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
332,0.0214,0.2167,-0.0073,0.0073,0.1345,0.1345,0.0000,0.9412,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
366,-0.3840,0.6691,-1.0681,1.0681,0.1938,0.1938,0.7576,0.7500,0.0000,1.0000,0.9167,1.0000,1.0000,0.9167,1.0000,1.0000,0.9167,1.0000,1.0000,v0_baseline_simcyp
394,-1.5247,1.5247,-1.2262,1.2262,-1.5189,1.5189,0.0000,0.0000,0.0000,0.0000,0.4375,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
413,0.8344,1.1799,-1.4508,1.4508,-0.2058,0.2058,0.0000,0.4667,0.0000,1.0000,0.7000,1.0000,1.0000,0.9000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
471,-1.3178,1.3299,-0.3594,0.3594,-0.7529,0.7529,0.0000,0.5000,1.0000,1.0000,0.6250,1.0000,1.0000,0.7500,1.0000,1.0000,0.8750,1.0000,1.0000,v0_baseline_simcyp
488,0.4968,0.6537,-0.4551,0.4551,0.6412,0.6412,0.0000,0.8889,1.0000,1.0000,0.8889,1.0000,1.0000,0.8889,1.0000,1.0000,0.9444,1.0000,1.0000,v0_baseline_simcyp
637,-0.1494,0.5316,-0.5840,0.5840,-0.2579,0.2579,0.0000,0.8889,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
674,-0.8918,1.7364,-0.2217,0.2217,-0.0933,0.0933,0.0000,0.5714,1.0000,1.0000,0.6429,1.0000,1.0000,0.7857,1.0000,1.0000,0.8571,1.0000,1.0000,v0_baseline_simcyp
703,1.5936,1.5936,0.8423,0.8423,1.4713,1.4713,-0.0554,0.1765,1.0000,0.0000,0.6471,1.0000,1.0000,0.7647,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
739,0.3058,0.3066,0.3544,0.3544,0.1495,0.1495,-0.1002,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
781,0.1120,0.2597,-0.2442,0.2442,0.0755,0.0755,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
787,-3.2923,3.2923,-1.2840,1.2840,-1.4108,1.4108,0.0000,0.2727,0.0000,0.0000,0.5455,1.0000,1.0000,0.6364,1.0000,1.0000,0.6364,1.0000,1.0000,v0_baseline_simcyp
800,0.5205,0.5611,-0.1831,0.1831,0.6727,0.6727,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
811,0.1414,0.1990,-0.1187,0.1187,0.0960,0.0960,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
832,0.3575,1.5500,-0.1341,0.1341,-0.3824,0.3824,-0.0947,0.7333,1.0000,1.0000,0.8667,1.0000,1.0000,0.9333,1.0000,1.0000,0.9333,1.0000,1.0000,v0_baseline_simcyp
875,0.2997,0.3248,0.8470,0.8470,0.3792,0.3792,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
907,-0.8520,0.8839,-1.0339,1.0339,-0.9705,0.9705,0.0000,0.6400,0.0000,1.0000,0.9600,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
938,0.5418,0.7838,-1.2360,1.2360,0.8054,0.8054,0.3077,0.7895,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
963,0.7355,0.8215,-0.3436,0.3436,0.7274,0.7274,0.0000,0.7500,1.0000,1.0000,0.8750,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
967,0.1016,0.1766,-0.3088,0.3088,0.2180,0.2180,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
973,0.1884,0.2289,-0.2838,0.2838,0.2323,0.2323,0.0000,0.9333,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
1001,0.5906,0.5906,0.5039,0.5039,0.6260,0.6260,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
1009,-0.7061,0.8425,-0.7020,0.7020,-0.1089,0.1089,0.0000,0.7500,1.0000,1.0000,0.7500,1.0000,1.0000,0.8750,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
1018,0.2662,0.2662,0.1524,0.1524,0.2831,0.2831,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
1041,-0.1833,0.2586,0.2254,0.2254,-0.1394,0.1394,0.1258,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
1094,0.0100,0.5892,0.6306,0.6306,-0.0408,0.0408,-0.5825,0.7778,1.0000,1.0000,0.7778,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
1095,-0.3094,0.6284,0.1689,0.1689,0.0938,0.0938,0.6469,0.7632,1.0000,1.0000,0.8684,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
1197,-0.1776,0.3467,-0.5866,0.5866,-0.2746,0.2746,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
1245,0.5895,0.7407,-0.3104,0.3104,0.4362,0.4362,0.4982,0.7143,1.0000,1.0000,0.8571,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
1293,-1.5181,1.5181,-2.4630,2.4630,-1.5186,1.5186,0.0000,0.1667,0.0000,0.0000,0.6667,0.0000,1.0000,0.9167,0.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
1300,0.5966,0.6373,0.7410,0.7410,0.6429,0.6429,0.0000,0.7667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
1319,-0.0967,0.2730,0.0776,0.0776,-0.0088,0.0088,0.4973,0.9375,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
1323,0.4646,0.7434,-0.8602,0.8602,0.2595,0.2595,0.0000,0.8125,1.0000,1.0000,0.8750,1.0000,1.0000,0.8750,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
1341,0.4211,0.4942,0.3772,0.3772,0.5195,0.5195,-0.0697,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,v0_baseline_simcyp
