PUBCHEM_CID,Actual,Predicted,Dataset
137,-0.920818754,-0.302817242215236,lgVD_train
237,1.653212514,1.2375930966534003,lgVD_train
323,0.041392685,0.10876985825714056,lgVD_train
444,1.444936571,0.8484109877774537,lgVD_train
535,-0.13667714,-0.3068331449907139,lgVD_train
564,-0.408935393,-0.36349544025381064,lgVD_train
598,-0.187086643,-0.17403087047030144,lgVD_train
738,-0.731154687,-0.26437251819517904,lgVD_train
774,-0.074246028,0.2121016060515552,lgVD_train
896,0.041392685,0.10283241321597014,lgVD_train
1046,-0.103946441,-0.058507582094075694,lgVD_train
1355,0.397940009,0.6014928016492943,lgVD_train
1645,0.278753601,0.0857422850453028,lgVD_train
1727,0.414973348,0.13913778219130965,lgVD_train
1775,-0.366531544,-0.2769687374821774,lgVD_train
1935,1.041392685,0.7950149795072187,lgVD_train
1983,0.0,-0.14702956201031606,lgVD_train
1986,-0.431798276,-0.49505679469882724,lgVD_train
2083,0.278753601,0.22755248430098432,lgVD_train
2088,-0.397940009,-0.26364002481483284,lgVD_train
2092,0.176091259,0.06398226415063014,lgVD_train
2118,-0.096910013,0.1767762937382454,lgVD_train
2119,0.505149978,0.4238950701407558,lgVD_train
2130,0.819543936,0.4820333399741679,lgVD_train
2131,-0.624989952,-0.4941883548543086,lgVD_train
2140,-0.585026652,-0.7449869999784481,lgVD_train
2153,-0.292429824,-0.2289221755113343,lgVD_train
2157,1.77815125,1.2765598727541678,lgVD_train
2159,0.38789807,0.3085277312499068,lgVD_train
2160,0.939519253,1.107724831904004,lgVD_train
2162,1.230448921,0.6168422745271663,lgVD_train
2200,0.591064607,0.5318787848083949,lgVD_train
2206,-0.113509275,-0.023954241286403558,lgVD_train
2244,-0.657577319,-0.5789380033637911,lgVD_train
2249,-0.022276395,0.08005475331738413,lgVD_train
2267,1.176091259,0.8558044506245023,lgVD_train
2369,0.681241237,0.44237132271866186,lgVD_train
2372,-0.173925197,0.2752471138052813,lgVD_train
2375,-0.038918066,-0.24304332973781337,lgVD_train
2405,0.380211242,0.44735695507337403,lgVD_train
2446,0.491361694,0.504316685912458,lgVD_train
2451,-0.124938737,0.007196503269700696,lgVD_train
2467,0.113943352,0.4352307181683759,lgVD_train
2468,0.264817823,0.21489826350459565,lgVD_train
2472,-0.142667504,-0.0703805106629823,lgVD_train
2474,-0.107905397,0.197366118967312,lgVD_train
2478,-0.259637311,-0.3117728728535607,lgVD_train
2519,-0.200659451,-0.18085671286951052,lgVD_train
2520,0.568201724,0.7540007105657273,lgVD_train
2528,-0.769551079,-0.608729332275672,lgVD_train
2543,1.229937686,1.0081574734895307,lgVD_train
2554,0.028222562,-0.1344659810676722,lgVD_train
2578,0.079181246,0.08258217362552304,lgVD_train
2581,-0.657577319,-0.7245630881873105,lgVD_train
2585,0.113943352,0.3800021553827467,lgVD_train
2662,0.787359252,0.513831429912927,lgVD_train
2678,-0.430124693,-0.1643037266616464,lgVD_train
2684,0.745966567,0.6531246018084689,lgVD_train
2717,-1.301029996,-0.7983854149258721,lgVD_train
2719,2.146128036,1.2224528562842805,lgVD_train
2725,0.51851394,0.6935443164744338,lgVD_train
2726,1.0,1.1450755302680962,lgVD_train
2727,-0.721246399,-0.6069658549441512,lgVD_train
2732,0.591064607,0.08309278506458224,lgVD_train
2747,0.612783857,0.4320473186836092,lgVD_train
2771,1.079181246,0.9561281365756517,lgVD_train
2789,0.15490196,-0.11908350402586286,lgVD_train
2801,1.113943352,1.1488430405073562,lgVD_train
2803,0.51851394,0.4820762524831438,lgVD_train
2809,-0.698970004,-0.8754232180719964,lgVD_train
2895,1.442479769,1.0674217176855234,lgVD_train
2955,-0.080921908,-0.2361361027000434,lgVD_train
2972,0.171935299,-0.05687703583741743,lgVD_train
2973,0.130333768,-0.08546125034230435,lgVD_train
2995,1.176091259,0.8525171761223628,lgVD_train
2997,-0.346787486,-0.42882405805459767,lgVD_train
3007,0.752597146,0.6065510039195149,lgVD_train
3016,0.0,-0.03107776696169633,lgVD_train
3033,-0.657577319,-0.5754942233541757,lgVD_train
3042,0.529650306,0.5008311669615861,lgVD_train
3052,0.881629169,0.1366973492876308,lgVD_train
3059,-1.013228266,-0.8682717141599203,lgVD_train
3100,0.812913357,0.6501199225937789,lgVD_train
3108,-0.086186148,0.1757001717455245,lgVD_train
3114,-0.283996656,0.4058141695433868,lgVD_train
3116,0.0,-0.1512712276983349,lgVD_train
3121,-0.853871964,-0.6014577018754398,lgVD_train
3152,1.113943352,0.8882674455385093,lgVD_train
3156,0.079181246,0.504093300218793,lgVD_train
3182,-0.37675071,-0.08635545554336299,lgVD_train
3202,0.041392685,0.028046480854757652,lgVD_train
3241,1.141225737,0.5386743473894132,lgVD_train
3278,-0.585026652,-0.4195051513427949,lgVD_train
3291,-0.187086643,-0.30710891519425365,lgVD_train
3308,-0.483370203,-0.49591425201040173,lgVD_train
3331,-0.154016548,-0.0958996041228225,lgVD_train
3333,0.643452676,0.31590780161874615,lgVD_train
3337,1.043362278,1.1219295446673512,lgVD_train
3344,0.477121255,0.38331236600365326,lgVD_train
3345,-0.050609993,0.2702775733406762,lgVD_train
3366,-0.167491087,-0.028063053137017624,lgVD_train
3372,0.462397998,0.9983306161160926,lgVD_train
3373,-0.096910013,0.028612301539270583,lgVD_train
3380,0.278753601,0.09124337867010517,lgVD_train
3385,-0.638272164,-0.28813101652516226,lgVD_train
3386,1.444936571,1.2919888776893507,lgVD_train
3394,-0.953003439,-0.7093140728334221,lgVD_train
3406,-0.455931956,0.10172912590273811,lgVD_train
3410,0.569875308,0.15975988653372228,lgVD_train
3415,-0.301029996,-0.28608906427629877,lgVD_train
3440,-0.920818754,-0.6759050602729677,lgVD_train
3450,-0.568636236,-0.43358439777198615,lgVD_train
3463,-0.803705355,-0.4996433343239877,lgVD_train
3488,-1.096910013,-0.23365453229941668,lgVD_train
3547,0.086359831,0.31044646888030325,lgVD_train
3590,0.330413773,0.36629935738308467,lgVD_train
3608,0.041392685,-0.03645218199821835,lgVD_train
3637,0.176091259,0.2179625575198465,lgVD_train
3639,0.723690172,-0.10727170491743011,lgVD_train
3647,0.342422681,-0.03755106584123947,lgVD_train
3652,2.84509804,1.677440023312384,lgVD_train
3657,-0.283996656,-0.19704938972197011,lgVD_train
3658,1.171935299,0.7709504769554307,lgVD_train
3672,-0.823908741,-0.4189878626075648,lgVD_train
3689,1.278524965,0.5534591893673549,lgVD_train
3690,-0.207608311,-0.038826963932520706,lgVD_train
3696,1.079181246,0.9862567878808898,lgVD_train
3698,0.113943352,0.11407045486303115,lgVD_train
3699,-0.619788758,-0.33331641313110705,lgVD_train
3715,-1.017728767,-0.6512120807359589,lgVD_train
3718,-0.920818754,-0.5882991642982279,lgVD_train
3730,-0.795880017,-0.48118510716422147,lgVD_train
3736,-0.657577319,-0.28282793127731676,lgVD_train
3737,-0.769551079,-0.7338169049242078,lgVD_train
3767,-0.086186148,0.14307966038582245,lgVD_train
3784,0.176091259,0.2781864647440769,lgVD_train
3793,0.86923172,0.8011904230630572,lgVD_train
3821,0.462397998,0.50114789551642,lgVD_train
3825,-0.886056648,-0.8369454998495807,lgVD_train
3826,-0.958607315,-0.6684476319834476,lgVD_train
3827,0.399179081,0.7362711451762118,lgVD_train
3878,0.009208002,0.2924837975507169,lgVD_train
