PUBCHEM_CID,Actual,Predicted,Dataset
681,-0.13076828,0.412694706248491,lgVD_test
1676,-0.200659451,-0.2994217863149969,lgVD_test
1978,0.230448921,0.221460007774663,lgVD_test
2099,0.041392685,-0.059652434378567,lgVD_test
2141,-1.045757491,-0.104395610053522,lgVD_test
2165,1.240549248,0.9938925195489532,lgVD_test
2179,0.204119983,0.0248400328839143,lgVD_test
2381,1.079181246,0.4742530740479886,lgVD_test
2441,-0.070581074,-0.4090436863449785,lgVD_test
2471,-0.795880017,-0.7853864147576195,lgVD_test
2541,-0.886056648,-0.6104992337396694,lgVD_test
2708,-0.585026652,-0.5212368425352619,lgVD_test
2756,0.079181246,-0.0352835025195446,lgVD_test
2764,0.322219295,0.0805185604736907,lgVD_test
2802,0.462397998,0.0867500348069733,lgVD_test
2907,-0.13667714,-0.1033876245146691,lgVD_test
2942,0.079181246,-0.1008775477281468,lgVD_test
3019,-0.677780705,0.2334169398202031,lgVD_test
3151,0.531478917,0.2800624333885223,lgVD_test
3157,0.113943352,-0.2590525792958384,lgVD_test
3168,0.149219113,0.413096189611615,lgVD_test
3229,0.301029996,0.1020374393383432,lgVD_test
3306,0.322219295,0.477878456719686,lgVD_test
3325,0.079181246,0.2774710449509029,lgVD_test
3343,0.079181246,0.2183390248595622,lgVD_test
3356,0.785329835,0.4802253908070744,lgVD_test
3357,0.204119983,0.2416381359983174,lgVD_test
3365,-0.124938737,0.2187550785508276,lgVD_test
3446,-0.148741651,-0.2988702388832485,lgVD_test
3478,-0.795880017,-0.7240580659062293,lgVD_test
3519,0.748188027,0.2973859337163446,lgVD_test
3559,1.230448921,1.0198840746215037,lgVD_test
3676,0.255272505,0.1923287186998824,lgVD_test
3749,-0.026872146,-0.2065137610426234,lgVD_test
3779,0.176091259,0.3442002259348586,lgVD_test
3822,0.591064607,0.7646821825368351,lgVD_test
3869,0.681241237,0.3582868405154427,lgVD_test
3883,-0.552841969,-0.1261142869101534,lgVD_test
3961,-0.431798276,-0.2239522234389486,lgVD_test
4030,0.079181246,-0.206221144036715,lgVD_test
4062,-0.022276395,0.2978113952279049,lgVD_test
4197,-0.602059991,-0.1868216725346407,lgVD_test
4212,1.079181246,0.4985512727065562,lgVD_test
4411,0.278753601,0.273478354913455,lgVD_test
4440,0.380211242,0.5422854692583251,lgVD_test
4506,0.230448921,0.0422006815449127,lgVD_test
4583,0.204119983,0.1519145077262169,lgVD_test
4594,-0.619788758,-0.2546476785502666,lgVD_test
4634,-0.070581074,0.2820988645961045,lgVD_test
4679,-0.769551079,-0.1587013941094094,lgVD_test
4831,-0.055517328,-0.0672107551535163,lgVD_test
4906,0.568201724,0.1166728664987472,lgVD_test
4919,-0.13076828,0.602902424644053,lgVD_test
5029,-0.657577319,-0.351565038658423,lgVD_test
5035,0.875061263,0.6891650089451589,lgVD_test
5095,0.886490725,0.3888646429764547,lgVD_test
5215,-0.537602002,-0.0976596166878253,lgVD_test
5253,0.113943352,-0.0165889345509746,lgVD_test
5291,0.591064607,1.0853806021201555,lgVD_test
5329,-0.522878745,-0.0355728573164406,lgVD_test
5339,-0.958607315,-0.5863115897990001,lgVD_test
5344,-0.769551079,0.022140552636449,lgVD_test
5358,0.230448921,0.3205788306037537,lgVD_test
5379,0.230448921,0.1491467733753191,lgVD_test
5403,0.176091259,0.4991264001898231,lgVD_test
5467,0.041392685,-0.1541074098803824,lgVD_test
5735,0.113943352,0.0853293194434652,lgVD_test
6249,-0.657577319,-0.5190197374102384,lgVD_test
8223,0.556302501,-0.0773633245707262,lgVD_test
12560,-0.022276395,0.3133052610481578,lgVD_test
13342,1.447158031,0.7554856605657014,lgVD_test
27447,-0.677780705,-0.549616033041912,lgVD_test
31703,1.342422681,1.374424269462284,lgVD_test
33255,-0.920818754,-0.8357576891758343,lgVD_test
33613,-0.602059991,-0.4133737321184292,lgVD_test
37910,0.602059991,0.1793921884061385,lgVD_test
38103,-0.677780705,-0.6086426631827586,lgVD_test
38853,-0.161150909,-0.0449717408288153,lgVD_test
38945,0.255272505,0.2153813610524297,lgVD_test
39186,0.612783857,0.3191597144733451,lgVD_test
41049,0.51851394,0.8089903226449499,lgVD_test
41781,-0.677780705,-0.3479746922977476,lgVD_test
47528,0.146128036,-0.0533369118326148,lgVD_test
47965,-0.638272164,-0.4439646789952535,lgVD_test
51081,0.176091259,0.0972323365370751,lgVD_test
53084,0.146128036,0.1422708229139193,lgVD_test
53276,0.041392685,0.3464196602996714,lgVD_test
54477,-0.187086643,0.3882011288557945,lgVD_test
54766,0.204119983,0.0594253413645051,lgVD_test
58505,-0.086186148,0.0038531167724118,lgVD_test
60063,0.278753601,-0.0949808864496587,lgVD_test
60172,-0.37675071,-0.0371037467125325,lgVD_test
60404,-0.366531544,0.2510726835696395,lgVD_test
60464,0.591064607,0.2433137821169279,lgVD_test
60648,0.041392685,-0.2060767470459772,lgVD_test
60726,-0.958607315,-0.6420093303403122,lgVD_test
60753,1.079181246,0.1383491463240885,lgVD_test
60795,0.69019608,0.6524569712361864,lgVD_test
60854,0.0,0.6419994274299546,lgVD_test
60855,-0.638272164,-0.5421080991074907,lgVD_test
60857,0.255272505,0.4114721363859811,lgVD_test
65820,-0.387216143,0.0361154291173227,lgVD_test
65906,-0.420216403,0.729325484107064,lgVD_test
65981,-0.455931956,-0.1096195270820003,lgVD_test
65999,0.72427587,-0.2104958672389575,lgVD_test
68740,-0.22184875,-0.3742887536059865,lgVD_test
68741,-0.26760624,-0.1888200066916348,lgVD_test
68770,0.51851394,0.163649655074418,lgVD_test
71329,0.51851394,-0.0355267221933978,lgVD_test
71616,0.342422681,0.2799951466613463,lgVD_test
71733,0.230448921,0.1405338492530798,lgVD_test
77999,-0.698970004,0.3994526355418911,lgVD_test
84029,0.176091259,0.3560618897126741,lgVD_test
104838,-0.619788758,-0.5980777572847866,lgVD_test
104865,-0.537602002,-0.2551773799543458,lgVD_test
107994,-0.886056648,-0.3393182438973243,lgVD_test
115237,0.747078717,0.6458010013459451,lgVD_test
119607,-0.124938737,0.0889780503373418,lgVD_test
121892,0.397940009,0.3739531532198498,lgVD_test
126941,-0.366531544,0.0467134242337795,lgVD_test
129211,-0.677780705,-0.12680888970749,lgVD_test
149096,0.079181246,0.1519145077262169,lgVD_test
150610,-0.920818754,-0.618232068719786,lgVD_test
151171,-0.119186408,0.2490039958030586,lgVD_test
151174,-0.552841969,-0.4886672829865562,lgVD_test
152946,0.146128036,0.1960231021324134,lgVD_test
155774,-0.193820026,-0.0016917760967914,lgVD_test
158781,-0.614649118,-0.5923952539286534,lgVD_test
175805,-0.124938737,0.1762314698838931,lgVD_test
183797,-0.638272164,-0.2872135155167457,lgVD_test
208898,1.301029996,0.4327035651428055,lgVD_test
214356,-0.823908741,-0.5836942570794669,lgVD_test
216210,-0.070581074,0.3638913717377969,lgVD_test
441243,0.556302501,0.2105054848784653,lgVD_test
441314,-0.552841969,0.0287460511772062,lgVD_test
443879,0.176091259,0.7652971144879125,lgVD_test
446156,-0.48148606,0.0842583325438613,lgVD_test
446598,-0.102372909,-0.1851816653880102,lgVD_test
449193,0.283301229,0.3805635087149338,lgVD_test
461399,0.176091259,0.1421570958010166,lgVD_test
2723601,0.460897843,0.0954853284942752,lgVD_test
3000540,0.0,-0.2771236119753105,lgVD_test
5281037,-0.769551079,-0.7773426901358601,lgVD_test
5281040,-0.823908741,-0.0427071760748406,lgVD_test
5284371,0.544068044,0.5390705111443443,lgVD_test
5284596,0.230448921,0.6326816555416597,lgVD_test
5284603,0.397940009,0.493534319236839,lgVD_test
5288826,0.361727836,0.6160242729534688,lgVD_test
5361092,1.079181246,0.7389578186041769,lgVD_test
5362065,-0.619788758,-0.6896305204319889,lgVD_test
5362119,-0.050609993,-0.0824262610587747,lgVD_test
5362440,-0.086186148,0.2119278617346065,lgVD_test
5462501,-0.420216403,-0.2998302662740034,lgVD_test
5479530,-0.920818754,-0.847465208130073,lgVD_test
5479537,-0.552841969,-0.5122714379006428,lgVD_test
5487888,-0.552841969,-0.5576930133477198,lgVD_test
5742673,-0.721246399,-0.6540592655912242,lgVD_test
5742832,-0.744727495,-0.561410400686092,lgVD_test
6410758,-0.657577319,-0.6106700565125491,lgVD_test
6433110,0.230448921,0.5204456354747566,lgVD_test
6918554,1.28780173,0.677885405835111,lgVD_test
9809656,-0.638272164,-0.6155036219131153,lgVD_test
9852981,-0.27572413,-0.6908673695840183,lgVD_test
9931954,0.515873844,0.7031970262636683,lgVD_test
11319053,-0.065501549,0.1597411610823398,lgVD_test
11552706,0.222716471,0.5925494299458189,lgVD_test
11993740,0.278753601,0.0234348536268671,lgVD_test
54677470,-0.823908741,-0.4656704657822911,lgVD_test
54677971,-0.721246399,-0.5057288326886067,lgVD_test
135398513,-0.148741651,0.0343597514445773,lgVD_test
135398739,-0.113509275,-0.1997727047370169,lgVD_test
135398740,0.0,0.0336832411765166,lgVD_test
135398744,0.133538908,0.1966702466506439,lgVD_test
135398748,0.041392685,0.0797618559313822,lgVD_test
135400189,0.477121255,0.1563594488962337,lgVD_test
135401907,-0.236572006,-0.4611196743020741,lgVD_test
135403648,-0.602059991,0.1088355147587147,lgVD_test
